0,1
0X07FF7A,0X54
0X07FF7B,0XDB
0X07FF7C,0XC3
0X07FF7D,0X52
0X07FF7E,0XFA
0X07FF7F,0X93
0X07FF80,0X7A
0X07FF81,0X01
0X07FF82,0X2A
0X07FF83,0XF5
0X07FF84,0X61
0X07FF85,0X50
0X07FF86,0X99
0X07FF87,0X96
0X07FF88,0X1A
0X07FF89,0X3B
0X07FF8A,0XCC
0X07FF8B,0X75
0X07FF8C,0X54
0X07FF8D,0X4E
0X07FF8E,0X83
0X07FF8F,0X0A
0X07FF90,0XFA
0X07FF91,0X04
0X07FF92,0X76
0X07FF93,0XD9
0X07FF94,0XD3
0X07FF95,0XFC
0X07FF96,0X38
0X07FF97,0X02
0X07FF98,0XC1
0X07FF99,0X32
0X07FF9A,0X87
0X07FF9B,0XB8
0X07FF9C,0X93
0X07FF9D,0XC3
0X07FF9E,0XE1
0X07FF9F,0XFA
0X07FFA0,0X9D
0X07FFA1,0X47
0X07FFA2,0XA3
0X07FFA3,0X15
0X07FFA4,0XE6
0X07FFA5,0X4E
0X07FFA6,0XE7
0X07FFA7,0XA7
0X07FFA8,0XA4
0X07FFA9,0X2A
0X07FFAA,0X39
0X07FFAB,0XA2
0X07FFAC,0X2B
0X07FFAD,0X92
0X07FFAE,0X5C
0X07FFAF,0X50
0X07FFB0,0X5D
0X07FFB1,0X7A
0X07FFB2,0X67
0X07FFB3,0X84
0X07FFB4,0X61
0X07FFB5,0XD3
0X07FFB6,0XD9
0X07FFB7,0X24
0X07FFB8,0X47
0X07FFB9,0X7E
0X07FFBA,0X33
0X07FFBB,0X13
0X07FFBC,0XCC
0X07FFBD,0X3D
0X07FFBE,0XF0
0X07FFBF,0XED
0X07FFC0,0X38
0X07FFC1,0X93
0X07FFC2,0XC1
0X07FFC3,0X62
0X07FFC4,0X3D
0X07FFC5,0X5E
0X07FFC6,0XB8
0X07FFC7,0XB4
0X07FFC8,0X2A
0X07FFC9,0XD0
0X07FFCA,0X3E
0X07FFCB,0XD1
0X07FFCC,0X76
0X07FFCD,0XB5
0X07FFCE,0X10
0X07FFCF,0XC4
0X07FFD0,0XCE
0X07FFD1,0X18
0X07FFD2,0X2B
0X07FFD3,0X2A
0X07FFD4,0X7A
0X07FFD5,0X34
0X07FFD6,0X44
0X07FFD7,0X42
0X07FFD8,0X2A
0X07FFD9,0X59
0X07FFDA,0X32
0X07FFDB,0X62
0X07FFDC,0XB3
0X07FFDD,0XCF
0X07FFDE,0X5B
0X07FFDF,0XA5
0X07FFE0,0XFE
0X07FFE1,0XB8
0X07FFE2,0X3A
0X07FFE3,0X5E
0X07FFE4,0X86
0X07FFE5,0XA7
0X07FFE6,0X2E
0X07FFE7,0X77
0X07FFE8,0X57
0X07FFE9,0X3B
0X07FFEA,0X4E
0X07FFEB,0X17
0X07FFEC,0X0D
0X07FFED,0XC7
0X07FFEE,0XB5
0X07FFEF,0X5B
0X07FFF0,0X07
0X07FFF1,0X9A
0X07FFF2,0XB4
0X07FFF3,0X2A
0X07FFF4,0X2A
0X07FFF5,0X81
0X07FFF6,0X4C
0X07FFF7,0X88
0X07FFF8,0X18
0X07FFF9,0X22
0X07FFFA,0XC4
0X07FFFB,0X17
0X07FFFC,0X53
0X07FFFD,0X7B
0X07FFFE,0X24
0X07FFFF,0X0D
0X08FF00,0X9E
0X08FF01,0X7E
0X08FF02,0X79
0X08FF03,0X7D
0X08FF04,0X28
0X08FF05,0X4D
0X08FF06,0X8D
0X08FF07,0X25
0X08FF08,0X25
0X08FF09,0X5D
0X08FF0A,0X81
0X08FF0B,0XA1
0X08FF0C,0X3D
0X08FF0D,0X74
0X08FF0E,0X53
0X08FF0F,0XF1
0X08FF10,0X95
0X08FF11,0XD0
0X08FF12,0XCB
0X08FF13,0X71
0X08FF14,0X55
0X08FF15,0XCF
0X08FF16,0X1A
0X08FF17,0X37
0X08FF18,0X25
0X08FF19,0XBC
0X08FF1A,0XDB
0X08FF1B,0XD8
0X08FF1C,0XCF
0X08FF1D,0X25
0X08FF1E,0XFF
0X08FF1F,0XD4
0X08FF20,0XDF
0X08FF21,0X5E
0X08FF22,0X73
0X08FF23,0X64
0X08FF24,0XF4
0X08FF25,0X66
0X08FF26,0X61
0X08FF27,0X75
0X08FF28,0X1E
0X08FF29,0X5C
0X08FF2A,0XDC
0X08FF2B,0X9C
0X08FF2C,0X35
0X08FF2D,0XB0
0X08FF2E,0XDA
0X08FF2F,0X45
0X08FF30,0XC5
0X08FF31,0X63
0X08FF32,0X76
0X08FF33,0XDF
0X08FF34,0X53
0X08FF35,0X5B
0X08FF36,0X2B
0X08FF37,0X55
0X08FF38,0XD1
0X08FF39,0XDC
0X08FF3A,0X25
0X08FF3B,0X26
0X08FF3C,0X07
0X08FF3D,0X36
0X08FF3E,0X83
0X08FF3F,0X36
0X08FF40,0XFD
0X08FF41,0X30
0X08FF42,0X45
0X08FF43,0X44
0X08FF44,0XAD
0X08FF45,0X00
0X08FF46,0X7F
0X08FF47,0XAD
0X08FF48,0X42
0X08FF49,0X03
0X08FF4A,0X12
0X08FF4B,0X5C
0X08FF4C,0XC9
0X08FF4D,0X8B
0X08FF4E,0X59
0X08FF4F,0X63
0X08FF50,0XAE
0X08FF51,0XF7
0X08FF52,0X0A
0X08FF53,0XF5
0X08FF54,0XBF
0X08FF55,0X4F
0X08FF56,0X25
0X08FF57,0X50
0X08FF58,0X25
0X08FF59,0X76
0X08FF5A,0X7B
0X08FF5B,0X5F
0X08FF5C,0X49
0X08FF5D,0X25
0X08FF5E,0XC2
0X08FF5F,0X4D
0X08FF60,0X33
0X08FF61,0XFA
0X08FF62,0X1B
0X08FF63,0X8D
0X08FF64,0X33
0X08FF65,0X2C
0X08FF66,0X25
0X08FF67,0X2E
0X08FF68,0XD5
0X08FF69,0XB8
0X08FF6A,0XC8
0X08FF6B,0X05
0X08FF6C,0X22
0X08FF6D,0X8B
0X08FF6E,0XC0
0X08FF6F,0XEB
0X08FF70,0X25
0X08FF71,0X8E
0X08FF72,0XAF
0X08FF73,0X7A
0X08FF74,0X0B
0X08FF75,0X46
0X08FF76,0XB9
0X08FF77,0X5D
0X08FF78,0X31
0X08FF79,0X94
0X08FF7A,0X10
0X08FF7B,0XE4
0X08FF7C,0X25
0X08FF7D,0X8D
0X08FF7E,0XF9
0X08FF7F,0XF8
0X08FF80,0X69
0X08FF81,0X27
0X08FF82,0X91
0X08FF83,0X84
0X08FF84,0XCC
0X08FF85,0X83
0X08FF86,0XFF
0X08FF87,0X52
0X08FF88,0X7E
0X08FF89,0XC2
0X08FF8A,0XD7
0X08FF8B,0X09
0X08FF8C,0X09
0X08FF8D,0X14
0X08FF8E,0XEA
0X08FF8F,0X5B
0X08FF90,0X24
0X08FF91,0XFA
0X08FF92,0X24
0X08FF93,0X25
0X08FF94,0XB9
0X08FF95,0X00
0X08FF96,0XCA
0X08FF97,0X1E
0X08FF98,0X40
0X08FF99,0XB3
0X08FF9A,0X2B
0X08FF9B,0X20
0X08FF9C,0XF5
0X08FF9D,0X1C
0X08FF9E,0X39
0X08FF9F,0X78
0X08FFA0,0XF8
0X08FFA1,0X0F
0X08FFA2,0X15
0X08FFA3,0XDA
0X08FFA4,0X0D
0X08FFA5,0XDF
0X08FFA6,0XBF
0X08FFA7,0XD0
0X08FFA8,0X57
0X08FFA9,0X9D
0X08FFAA,0XD9
0X08FFAB,0XBB
0X08FFAC,0XE5
0X08FFAD,0X95
0X08FFAE,0XE0
0X08FFAF,0X5D
0X08FFB0,0X36
0X08FFB1,0XEF
0X08FFB2,0XA6
0X08FFB3,0XE8
0X08FFB4,0X62
0X08FFB5,0X2E
0X08FFB6,0XC6
0X08FFB7,0X30
0X08FFB8,0XDC
0X08FFB9,0XF8
0X08FFBA,0XE2
0X08FFBB,0X67
0X08FFBC,0X9A
0X08FFBD,0X13
0X08FFBE,0X63
0X08FFBF,0X7C
0X08FFC0,0XC2
0X08FFC1,0X25
0X08FFC2,0X0F
0X08FFC3,0XFA
0X08FFC4,0X0C
0X08FFC5,0X49
0X08FFC6,0X6E
0X08FFC7,0X8D
0X08FFC8,0X2A
0X08FFC9,0XC2
0X08FFCA,0XCB
0X08FFCB,0XDC
0X08FFCC,0XDF
0X08FFCD,0XC1
0X08FFCE,0X7A
0X08FFCF,0XD8
0X08FFD0,0XA8
0X08FFD1,0XD5
0X08FFD2,0XB8
0X08FFD3,0X37
0X08FFD4,0X67
0X08FFD5,0X0B
0X08FFD6,0XD1
0X08FFD7,0XC4
0X08FFD8,0X5A
0X08FFD9,0X3F
0X08FFDA,0X5D
0X08FFDB,0X70
0X08FFDC,0XEC
0X08FFDD,0X82
0X08FFDE,0X4B
0X08FFDF,0X25
0X08FFE0,0X3D
0X08FFE1,0XB1
0X08FFE2,0XE0
0X08FFE3,0XCC
0X08FFE4,0X86
0X08FFE5,0XA1
0X08FFE6,0XC2
0X08FFE7,0XB3
0X08FFE8,0X23
0X08FFE9,0XE8
0X08FFEA,0X3D
0X08FFEB,0X7A
0X08FFEC,0X89
0X08FFED,0X02
0X08FFEE,0X09
0X08FFEF,0X21
0X08FFF0,0XF0
0X08FFF1,0X60
0X08FFF2,0X06
0X08FFF3,0XE3
0X08FFF4,0X37
0X08FFF5,0XAF
0X08FFF6,0X25
0X08FFF7,0X0A
0X08FFF8,0X6A
0X08FFF9,0X28
0X08FFFA,0XC9
0X08FFFB,0X7B
0X08FFFC,0X68
0X08FFFD,0X96
0X08FFFE,0X63
0X08FFFF,0XE6
0X09FF00,0X6A
0X09FF01,0X24
0X09FF02,0X09
0X09FF03,0X8D
0X09FF04,0XBF
0X09FF05,0XC0
0X09FF06,0XFB
0X09FF07,0X8D
0X09FF08,0X90
0X09FF09,0X7D
0X09FF0A,0X24
0X09FF0B,0X4F
0X09FF0C,0X2B
0X09FF0D,0XF3
0X09FF0E,0X00
0X09FF0F,0XAE
0X09FF10,0X3D
0X09FF11,0X22
0X09FF12,0XEB
0X09FF13,0XC2
0X09FF14,0X4A
0X09FF15,0X3F
0X09FF16,0X1F
0X09FF17,0X63
0X09FF18,0X5D
0X09FF19,0X95
0X09FF1A,0X85
0X09FF1B,0X19
0X09FF1C,0X5C
0X09FF1D,0X24
0X09FF1E,0XAF
0X09FF1F,0X38
0X09FF20,0XBB
0X09FF21,0X8D
0X09FF22,0X25
0X09FF23,0XC0
0X09FF24,0X3F
0X09FF25,0X74
0X09FF26,0XD4
0X09FF27,0X49
0X09FF28,0X67
0X09FF29,0X65
0X09FF2A,0X52
0X09FF2B,0X52
0X09FF2C,0XA3
0X09FF2D,0X7C
0X09FF2E,0X88
0X09FF2F,0X96
0X09FF30,0X6A
0X09FF31,0X24
0X09FF32,0X24
0X09FF33,0XFE
0X09FF34,0XF8
0X09FF35,0XEB
0X09FF36,0X1B
0X09FF37,0XB5
0X09FF38,0X05
0X09FF39,0XE3
0X09FF3A,0XE8
0X09FF3B,0X92
0X09FF3C,0X9A
0X09FF3D,0XA9
0X09FF3E,0XEC
0X09FF3F,0X8F
0X09FF40,0XFD
0X09FF41,0X39
0X09FF42,0X84
0X09FF43,0X76
0X09FF44,0X55
0X09FF45,0X5C
0X09FF46,0X2A
0X09FF47,0X73
0X09FF48,0X0D
0X09FF49,0X66
0X09FF4A,0XF0
0X09FF4B,0XE5
0X09FF4C,0X0D
0X09FF4D,0XDF
0X09FF4E,0XB6
0X09FF4F,0X39
0X09FF50,0XA6
0X09FF51,0X20
0X09FF52,0X15
0X09FF53,0XBD
0X09FF54,0X39
0X09FF55,0XCD
0X09FF56,0XB2
0X09FF57,0XC5
0X09FF58,0X7E
0X09FF59,0X24
0X09FF5A,0X83
0X09FF5B,0X09
0X09FF5C,0XF7
0X09FF5D,0XCE
0X09FF5E,0X65
0X09FF5F,0XD6
0X09FF60,0XF0
0X09FF61,0X91
0X09FF62,0X82
0X09FF63,0X26
0X09FF64,0X01
0X09FF65,0X84
0X09FF66,0X80
0X09FF67,0XC8
0X09FF68,0X24
0X09FF69,0X62
0X09FF6A,0X8A
0X09FF6B,0X68
0X09FF6C,0X6B
0X09FF6D,0XC8
0X09FF6E,0X28
0X09FF6F,0X01
0X09FF70,0X47
0X09FF71,0XD4
0X09FF72,0X1F
0X09FF73,0X38
0X09FF74,0X2D
0X09FF75,0X00
0X09FF76,0XFC
0X09FF77,0XAF
0X09FF78,0X6D
0X09FF79,0XC2
0X09FF7A,0X37
0X09FF7B,0XDF
0X09FF7C,0X70
0X09FF7D,0XE8
0X09FF7E,0X64
0X09FF7F,0X71
0X09FF80,0XF5
0X09FF81,0X31
0X09FF82,0X56
0X09FF83,0X14
0X09FF84,0X10
0X09FF85,0XE1
0X09FF86,0X5F
0X09FF87,0X03
0X09FF88,0X74
0X09FF89,0XD9
0X09FF8A,0X09
0X09FF8B,0X9E
0X09FF8C,0XC6
0X09FF8D,0X20
0X09FF8E,0XBA
0X09FF8F,0X18
0X09FF90,0XB3
0X09FF91,0XF5
0X09FF92,0X5C
0X09FF93,0XB7
0X09FF94,0X59
0X09FF95,0X80
0X09FF96,0X24
0X09FF97,0X8F
0X09FF98,0X36
0X09FF99,0X63
0X09FF9A,0X5E
0X09FF9B,0XF1
0X09FF9C,0XED
0X09FF9D,0X41
0X09FF9E,0X1A
0X09FF9F,0XF5
0X09FFA0,0XAE
0X09FFA1,0X6E
0X09FFA2,0XB2
0X09FFA3,0X24
0X09FFA4,0X24
0X09FFA5,0X78
0X09FFA6,0X36
0X09FFA7,0X79
0X09FFA8,0XE7
0X09FFA9,0X1C
0X09FFAA,0XD7
0X09FFAB,0X38
0X09FFAC,0XBF
0X09FFAD,0X71
0X09FFAE,0XC2
0X09FFAF,0X85
0X09FFB0,0X14
0X09FFB1,0X24
0X09FFB2,0X38
0X09FFB3,0XEC
0X09FFB4,0XE3
0X09FFB5,0XB9
0X09FFB6,0XE4
0X09FFB7,0XE7
0X09FFB8,0X24
0X09FFB9,0XDF
0X09FFBA,0XD3
0X09FFBB,0X3F
0X09FFBC,0XC5
0X09FFBD,0X0B
0X09FFBE,0X1E
0X09FFBF,0X60
0X09FFC0,0XE0
0X09FFC1,0X76
0X09FFC2,0XBC
0X09FFC3,0X8C
0X09FFC4,0X35
0X09FFC5,0X88
0X09FFC6,0X9E
0X09FFC7,0X2A
0X09FFC8,0X67
0X09FFC9,0X2C
0X09FFCA,0XEB
0X09FFCB,0XC6
0X09FFCC,0X14
0X09FFCD,0X8F
0X09FFCE,0X14
0X09FFCF,0XCD
0X09FFD0,0X66
0X09FFD1,0X0E
0X09FFD2,0X92
0X09FFD3,0X6E
0X09FFD4,0XB6
0X09FFD5,0XF6
0X09FFD6,0XE2
0X09FFD7,0X7C
0X09FFD8,0X3F
0X09FFD9,0X9B
0X09FFDA,0X82
0X09FFDB,0XA1
0X09FFDC,0X5C
0X09FFDD,0X19
0X09FFDE,0XD7
0X09FFDF,0X77
0X09FFE0,0X84
0X09FFE1,0X8A
0X09FFE2,0X28
0X09FFE3,0XB0
0X09FFE4,0X6A
0X09FFE5,0X5A
0X09FFE6,0XF8
0X09FFE7,0XB8
0X09FFE8,0X6A
0X09FFE9,0X3E
0X09FFEA,0XAF
0X09FFEB,0XE0
0X09FFEC,0XBD
0X09FFED,0X4E
0X09FFEE,0XA1
0X09FFEF,0X87
0X09FFF0,0XB5
0X09FFF1,0X40
0X09FFF2,0X36
0X09FFF3,0X17
0X09FFF4,0X6B
0X09FFF5,0XEB
0X09FFF6,0X2F
0X09FFF7,0X76
0X09FFF8,0X47
0X09FFF9,0XF1
0X09FFFA,0X7E
0X09FFFB,0X24
0X09FFFC,0XFD
0X09FFFD,0X04
0X09FFFE,0XC1
0X09FFFF,0X1F
0X0AFF00,0XCB
0X0AFF01,0X43
0X0AFF02,0XA3
0X0AFF03,0X6A
0X0AFF04,0X16
0X0AFF05,0X3A
0X0AFF06,0X17
0X0AFF07,0XF1
0X0AFF08,0X2C
0X0AFF09,0X2A
0X0AFF0A,0X5F
0X0AFF0B,0XD1
0X0AFF0C,0XC2
0X0AFF0D,0X2F
0X0AFF0E,0X9B
0X0AFF0F,0XFB
0X0AFF10,0XD4
0X0AFF11,0XF5
0X0AFF12,0X3C
0X0AFF13,0X27
0X0AFF14,0X50
0X0AFF15,0XC3
0X0AFF16,0X42
0X0AFF17,0XA5
0X0AFF18,0XD4
0X0AFF19,0X2D
0X0AFF1A,0XB6
0X0AFF1B,0XCA
0X0AFF1C,0XD0
0X0AFF1D,0XF9
0X0AFF1E,0X39
0X0AFF1F,0X69
0X0AFF20,0X75
0X0AFF21,0XB2
0X0AFF22,0XA7
0X0AFF23,0X8C
0X0AFF24,0X30
0X0AFF25,0X14
0X0AFF26,0X2F
0X0AFF27,0X35
0X0AFF28,0X2D
0X0AFF29,0X0F
0X0AFF2A,0XC0
0X0AFF2B,0XD9
0X0AFF2C,0X6B
0X0AFF2D,0XA6
0X0AFF2E,0XD4
0X0AFF2F,0X29
0X0AFF30,0X26
0X0AFF31,0XF2
0X0AFF32,0XB5
0X0AFF33,0XF0
0X0AFF34,0XF2
0X0AFF35,0XE6
0X0AFF36,0X79
0X0AFF37,0X05
0X0AFF38,0X3C
0X0AFF39,0X06
0X0AFF3A,0XE0
0X0AFF3B,0X27
0X0AFF3C,0X9C
0X0AFF3D,0XEC
0X0AFF3E,0X54
0X0AFF3F,0X12
0X0AFF40,0X61
0X0AFF41,0X34
0X0AFF42,0X60
0X0AFF43,0XED
0X0AFF44,0X66
0X0AFF45,0X27
0X0AFF46,0X66
0X0AFF47,0X1A
0X0AFF48,0X8D
0X0AFF49,0X34
0X0AFF4A,0X9F
0X0AFF4B,0X2A
0X0AFF4C,0X18
0X0AFF4D,0X98
0X0AFF4E,0X42
0X0AFF4F,0XA5
0X0AFF50,0X6F
0X0AFF51,0XC4
0X0AFF52,0XFB
0X0AFF53,0X78
0X0AFF54,0XDB
0X0AFF55,0XD0
0X0AFF56,0X19
0X0AFF57,0XEA
0X0AFF58,0X27
0X0AFF59,0XEC
0X0AFF5A,0XB3
0X0AFF5B,0X19
0X0AFF5C,0XCB
0X0AFF5D,0X07
0X0AFF5E,0XE5
0X0AFF5F,0XBB
0X0AFF60,0X54
0X0AFF61,0XDA
0X0AFF62,0XF6
0X0AFF63,0X27
0X0AFF64,0X12
0X0AFF65,0X17
0X0AFF66,0X4A
0X0AFF67,0XB4
0X0AFF68,0XDC
0X0AFF69,0XEB
0X0AFF6A,0X27
0X0AFF6B,0X67
0X0AFF6C,0X98
0X0AFF6D,0XCA
0X0AFF6E,0XDD
0X0AFF6F,0XD8
0X0AFF70,0X3A
0X0AFF71,0XA2
0X0AFF72,0XE8
0X0AFF73,0XDA
0X0AFF74,0XF4
0X0AFF75,0XDC
0X0AFF76,0X3C
0X0AFF77,0X43
0X0AFF78,0X45
0X0AFF79,0X97
0X0AFF7A,0XA2
0X0AFF7B,0X95
0X0AFF7C,0XC4
0X0AFF7D,0X27
0X0AFF7E,0X06
0X0AFF7F,0X30
0X0AFF80,0XEE
0X0AFF81,0XC4
0X0AFF82,0X27
0X0AFF83,0X89
0X0AFF84,0X36
0X0AFF85,0XCE
0X0AFF86,0X7C
0X0AFF87,0XD1
0X0AFF88,0X22
0X0AFF89,0X75
0X0AFF8A,0X27
0X0AFF8B,0X93
0X0AFF8C,0X8F
0X0AFF8D,0X4A
0X0AFF8E,0X27
0X0AFF8F,0XCF
0X0AFF90,0X61
0X0AFF91,0X5C
0X0AFF92,0XD5
0X0AFF93,0XBC
0X0AFF94,0XA1
0X0AFF95,0XA7
0X0AFF96,0X2F
0X0AFF97,0X12
0X0AFF98,0X23
0X0AFF99,0X64
0X0AFF9A,0X95
0X0AFF9B,0X1F
0X0AFF9C,0X71
0X0AFF9D,0X35
0X0AFF9E,0X01
0X0AFF9F,0X6D
0X0AFFA0,0X27
0X0AFFA1,0X57
0X0AFFA2,0XE7
0X0AFFA3,0X67
0X0AFFA4,0X7A
0X0AFFA5,0X1A
0X0AFFA6,0X2E
0X0AFFA7,0XD3
0X0AFFA8,0X58
0X0AFFA9,0X59
0X0AFFAA,0X8E
0X0AFFAB,0X27
0X0AFFAC,0X34
0X0AFFAD,0X79
0X0AFFAE,0X3B
0X0AFFAF,0X27
0X0AFFB0,0X27
0X0AFFB1,0X1A
0X0AFFB2,0X27
0X0AFFB3,0XAF
0X0AFFB4,0XDE
0X0AFFB5,0XD4
0X0AFFB6,0X0D
0X0AFFB7,0XF6
0X0AFFB8,0X5E
0X0AFFB9,0X21
0X0AFFBA,0X0D
0X0AFFBB,0X0C
0X0AFFBC,0X36
0X0AFFBD,0X64
0X0AFFBE,0X21
0X0AFFBF,0X2F
0X0AFFC0,0XBC
0X0AFFC1,0XF3
0X0AFFC2,0X07
0X0AFFC3,0XDB
0X0AFFC4,0X90
0X0AFFC5,0X56
0X0AFFC6,0XA3
0X0AFFC7,0X6B
0X0AFFC8,0X82
0X0AFFC9,0X52
0X0AFFCA,0X4E
0X0AFFCB,0X1E
0X0AFFCC,0X8F
0X0AFFCD,0X24
0X0AFFCE,0X31
0X0AFFCF,0XF2
0X0AFFD0,0X97
0X0AFFD1,0X7B
0X0AFFD2,0X74
0X0AFFD3,0XEA
0X0AFFD4,0X45
0X0AFFD5,0X38
0X0AFFD6,0XB4
0X0AFFD7,0XAB
0X0AFFD8,0XE1
0X0AFFD9,0X15
0X0AFFDA,0XCE
0X0AFFDB,0X1D
0X0AFFDC,0XAC
0X0AFFDD,0X29
0X0AFFDE,0X1B
0X0AFFDF,0X6A
0X0AFFE0,0XBE
0X0AFFE1,0X17
0X0AFFE2,0X28
0X0AFFE3,0X59
0X0AFFE4,0X3E
0X0AFFE5,0X33
0X0AFFE6,0X97
0X0AFFE7,0XCA
0X0AFFE8,0XE8
0X0AFFE9,0X71
0X0AFFEA,0XB3
0X0AFFEB,0X41
0X0AFFEC,0XAD
0X0AFFED,0XDB
0X0AFFEE,0X7B
0X0AFFEF,0X15
0X0AFFF0,0XB9
0X0AFFF1,0X0C
0X0AFFF2,0X53
0X0AFFF3,0X7F
0X0AFFF4,0XAC
0X0AFFF5,0X2F
0X0AFFF6,0X85
0X0AFFF7,0XCB
0X0AFFF8,0XCC
0X0AFFF9,0X79
0X0AFFFA,0XA2
0X0AFFFB,0X45
0X0AFFFC,0X5B
0X0AFFFD,0X1D
0X0AFFFE,0X4A
0X0AFFFF,0X72
0X0BFF00,0X07
0X0BFF01,0X55
0X0BFF02,0X6C
0X0BFF03,0X22
0X0BFF04,0XF5
0X0BFF05,0X8B
0X0BFF06,0X54
0X0BFF07,0XBC
0X0BFF08,0XD6
0X0BFF09,0XF3
0X0BFF0A,0X38
0X0BFF0B,0X65
0X0BFF0C,0XBC
0X0BFF0D,0XCF
0X0BFF0E,0XCE
0X0BFF0F,0X16
0X0BFF10,0X8E
0X0BFF11,0XF2
0X0BFF12,0XF9
0X0BFF13,0X1E
0X0BFF14,0X67
0X0BFF15,0XC7
0X0BFF16,0X46
0X0BFF17,0XC1
0X0BFF18,0XA1
0X0BFF19,0XCD
0X0BFF1A,0XBC
0X0BFF1B,0XDE
0X0BFF1C,0X93
0X0BFF1D,0X51
0X0BFF1E,0XDE
0X0BFF1F,0XC7
0X0BFF20,0XAD
0X0BFF21,0XBD
0X0BFF22,0XDA
0X0BFF23,0X7C
0X0BFF24,0X98
0X0BFF25,0X8B
0X0BFF26,0XE0
0X0BFF27,0XA5
0X0BFF28,0XF3
0X0BFF29,0XAF
0X0BFF2A,0XBC
0X0BFF2B,0X43
0X0BFF2C,0X87
0X0BFF2D,0X57
0X0BFF2E,0XC6
0X0BFF2F,0X36
0X0BFF30,0XFB
0X0BFF31,0X2C
0X0BFF32,0X89
0X0BFF33,0XD7
0X0BFF34,0X52
0X0BFF35,0X53
0X0BFF36,0X05
0X0BFF37,0X6D
0X0BFF38,0X1D
0X0BFF39,0X23
0X0BFF3A,0XD1
0X0BFF3B,0XA5
0X0BFF3C,0XDA
0X0BFF3D,0X3F
0X0BFF3E,0XB5
0X0BFF3F,0X26
0X0BFF40,0X38
0X0BFF41,0XB5
0X0BFF42,0X9E
0X0BFF43,0X92
0X0BFF44,0X1F
0X0BFF45,0X25
0X0BFF46,0X53
0X0BFF47,0X1E
0X0BFF48,0X1C
0X0BFF49,0X89
0X0BFF4A,0X17
0X0BFF4B,0XD1
0X0BFF4C,0X26
0X0BFF4D,0XF0
0X0BFF4E,0XB3
0X0BFF4F,0X22
0X0BFF50,0XB5
0X0BFF51,0XA0
0X0BFF52,0XE4
0X0BFF53,0X26
0X0BFF54,0X61
0X0BFF55,0X23
0X0BFF56,0X7B
0X0BFF57,0XBC
0X0BFF58,0X69
0X0BFF59,0XD5
0X0BFF5A,0X26
0X0BFF5B,0X73
0X0BFF5C,0X4D
0X0BFF5D,0X73
0X0BFF5E,0XE7
0X0BFF5F,0XFB
0X0BFF60,0X26
0X0BFF61,0X96
0X0BFF62,0X03
0X0BFF63,0X40
0X0BFF64,0X6B
0X0BFF65,0X6B
0X0BFF66,0X92
0X0BFF67,0X33
0X0BFF68,0X8F
0X0BFF69,0XD3
0X0BFF6A,0X6B
0X0BFF6B,0XBF
0X0BFF6C,0X5A
0X0BFF6D,0X65
0X0BFF6E,0X95
0X0BFF6F,0X8E
0X0BFF70,0X6D
0X0BFF71,0X7D
0X0BFF72,0XBA
0X0BFF73,0X07
0X0BFF74,0X4C
0X0BFF75,0X41
0X0BFF76,0X4D
0X0BFF77,0X45
0X0BFF78,0XF5
0X0BFF79,0XFA
0X0BFF7A,0XA2
0X0BFF7B,0X6D
0X0BFF7C,0X28
0X0BFF7D,0X62
0X0BFF7E,0X20
0X0BFF7F,0X04
0X0BFF80,0X00
0X0BFF81,0X7E
0X0BFF82,0X7D
0X0BFF83,0X89
0X0BFF84,0XB9
0X0BFF85,0X65
0X0BFF86,0X32
0X0BFF87,0XF3
0X0BFF88,0X70
0X0BFF89,0X6D
0X0BFF8A,0X25
0X0BFF8B,0X4D
0X0BFF8C,0X15
0X0BFF8D,0XA7
0X0BFF8E,0X27
0X0BFF8F,0X27
0X0BFF90,0X52
0X0BFF91,0X0B
0X0BFF92,0X93
0X0BFF93,0X45
0X0BFF94,0XC7
0X0BFF95,0XF9
0X0BFF96,0X4E
0X0BFF97,0X51
0X0BFF98,0X42
0X0BFF99,0X42
0X0BFF9A,0X42
0X0BFF9B,0XD3
0X0BFF9C,0X8B
0X0BFF9D,0XE7
0X0BFF9E,0X96
0X0BFF9F,0X36
0X0BFFA0,0XBC
0X0BFFA1,0X00
0X0BFFA2,0X67
0X0BFFA3,0X08
0X0BFFA4,0X65
0X0BFFA5,0XBE
0X0BFFA6,0X3F
0X0BFFA7,0XB5
0X0BFFA8,0X2C
0X0BFFA9,0XEC
0X0BFFAA,0XCE
0X0BFFAB,0XB2
0X0BFFAC,0XF0
0X0BFFAD,0XD6
0X0BFFAE,0X20
0X0BFFAF,0XB0
0X0BFFB0,0X05
0X0BFFB1,0XAB
0X0BFFB2,0X24
0X0BFFB3,0X0F
0X0BFFB4,0X5C
0X0BFFB5,0X21
0X0BFFB6,0X78
0X0BFFB7,0XA1
0X0BFFB8,0XE3
0X0BFFB9,0X4B
0X0BFFBA,0X1E
0X0BFFBB,0X5E
0X0BFFBC,0XA9
0X0BFFBD,0XA4
0X0BFFBE,0XC2
0X0BFFBF,0XD1
0X0BFFC0,0X26
0X0BFFC1,0XE5
0X0BFFC2,0X12
0X0BFFC3,0XAE
0X0BFFC4,0X69
0X0BFFC5,0XB9
0X0BFFC6,0X20
0X0BFFC7,0X02
0X0BFFC8,0XB1
0X0BFFC9,0X61
0X0BFFCA,0XF1
0X0BFFCB,0X19
0X0BFFCC,0X62
0X0BFFCD,0X7C
0X0BFFCE,0X92
